key,player,pick,pos,college,year,team,n_college_picks,short_college,age,bench,broad,carav,def_int,def_int_td,def_int_yards,forty,fumbles_forced,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,games,height,kick_ret,kick_ret_td,kick_ret_yds,pass_att,pass_cmp,pass_defended,pass_int,pass_td,pass_yds,punt_ret,punt_ret_td,punt_ret_yds,rec,rec_td,rec_yds,rush_att,rush_td,rush_yds,sacks,seasons,shuttle,tackles_assists,tackles_combined,tackles_loss,tackles_solo,threecone,vertical,weight
A.C. Leonard-2014,A.C. Leonard,257.0,TE,Tennessee State,2014.0,,10,SMALL SCHOOL,23.72162212768843,20.0,128.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.309754032934362,0.0,0.0,0.0,0.0,7.048932928547902,34.0,252.0
AJ Derby-2015,AJ Derby,257.0,TE,Arkansas,2015.0,,177,Arkansas,23.646475631784792,15.0,117.30564384544792,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.384947915041872,0.0,0.0,0.0,0.0,7.1923506673811906,33.77494995319603,255.0
Aaron Corp-2012,Aaron Corp,257.0,QB,Richmond,2012.0,,12,SMALL SCHOOL,21.99662950809237,15.413486837066074,106.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,7.03,31.5,215.0
Aaron Fairooz-2007,Aaron Fairooz,257.0,WR,Central Arkansas,2007.0,,11,SMALL SCHOOL,23.146767612961188,12.930757073128376,125.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,6.89,36.0,209.0
Aaron Fields-2000,Aaron Fields,257.0,DE,Troy,2000.0,,37,SMALL SCHOOL,22.088993094896864,22.0,115.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,7.51,34.0,243.0
Aaron Humphrey-2000,Aaron Humphrey,257.0,DE,Texas,2000.0,,190,Texas,22.618586612743396,21.0,119.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4611640115825,0.0,0.0,0.0,0.0,7.405494648446037,34.0,254.0
Aaron King-2007,Aaron King,257.0,LS,Texas-El Paso,2007.0,,37,SMALL SCHOOL,22.27133100981734,19.923778017300748,113.87060194773534,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3913275469357895,0.0,0.0,0.0,0.0,7.281803245946536,32.59860842581338,239.0
Aaron Mellette-2013,Aaron Mellette,238.0,WR,Elon,2013.0,BAL,3,SMALL SCHOOL,23.0,9.0,123.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,7.11,33.5,217.0
Adam Bergen-2005,Adam Bergen,257.0,TE,Lehigh,2005.0,,3,SMALL SCHOOL,23.80588458269234,25.0,121.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,7.11,38.0,265.0
Adam Gettis-2012,Adam Gettis,141.0,G,Iowa,2012.0,WAS,203,Iowa,23.0,22.049490104924473,112.0,1.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,7.99,31.5,293.0
Adam Grant-2011,Adam Grant,257.0,OT,Arizona,2011.0,,87,Arizona,22.13862565026615,25.0,99.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.25,26.5,325.0
Adam Haayer-2001,Adam Haayer,199.0,T,Minnesota,2001.0,TEN,95,Minnesota,24.0,23.0,109.778446740768,4.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.527583600246128,0.0,0.0,0.0,0.0,7.377129654074574,32.6778967878564,298.0
Adam Hayward-2007,Adam Hayward,182.0,LB,Portland St.,2007.0,TAM,4,SMALL SCHOOL,23.0,20.268169598943842,115.84729867783452,11.0,0.0,0.0,0.0,4.772334505516501,0.0,0.0,0.0,0.0,0.0,74.57575807319881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377298442945387,0.0,0.0,0.0,0.0,7.222432841162172,33.60095806470517,251.65830499645347
Adam Kieft-2005,Adam Kieft,153.0,T,Central Michigan,2005.0,CIN,34,SMALL SCHOOL,24.016873972444177,28.0,110.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,7.78,33.0,337.0
Adam Koets-2007,Adam Koets,189.0,T,Oregon St.,2007.0,NYG,61,Oregon St.,23.0,20.0,106.0,3.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,7.44,32.0,298.0
Adam Shead-2015,Adam Shead,257.0,OG,Oklahoma,2015.0,,269,Oklahoma,21.802776227891332,26.0,89.44071562869959,0.0,0.0,0.0,0.0,5.74,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.993946817899447,0.0,0.0,0.0,0.0,8.288100084719627,23.007427516412193,338.0
Adam Snyder-2005,Adam Snyder,94.0,T,Oregon,2005.0,SFO,191,Oregon,23.0,21.0,93.0,34.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0,7.83,28.5,316.0
Adam Stenavich-2006,Adam Stenavich,257.0,OG,Michigan,2006.0,,240,Michigan,21.585306099213255,24.0,93.64966329504033,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.868549095931938,0.0,0.0,0.0,0.0,8.080641530423568,24.490546864097638,310.0
Adam Terry-2005,Adam Terry,64.0,T,Syracuse,2005.0,BAL,100,Syracuse,23.0,25.637823147817016,96.0,9.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,7.89,28.0,330.0
Adam Ulatoski-2010,Adam Ulatoski,257.0,OG,Texas,2010.0,,190,Texas,21.5982542902225,24.0,94.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,7.98,26.0,300.0
Adewale Ogunleye-2000,Adewale Ogunleye,257.0,DE,Indiana,2000.0,,71,Indiana,22.859487147762447,19.5890861955273,114.73243961258218,0.0,0.0,0.0,0.0,4.818624640450404,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40981668354993,0.0,0.0,0.0,0.0,7.270368579714596,32.70704907084824,253.0
Adrian Awasom-2005,Adrian Awasom,257.0,DE,North Texas,2005.0,,10,SMALL SCHOOL,22.801112979043985,23.0,107.0,0.0,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,7.57,32.5,279.0
Adrian Klemm-2000,Adrian Klemm,46.0,G,Hawaii,2000.0,NWE,61,Hawaii,23.0,24.0,106.71622454942178,10.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66977221033507,0.0,0.0,0.0,0.0,7.736324621680477,29.200149697240306,307.0
Adrian McPherson-2005,Adrian McPherson,152.0,QB,Florida St.,2005.0,NOR,122,Florida St.,22.43007149334618,22.0,128.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,6.93,34.5,218.0
Adrian Peterson-2002,Adrian Peterson,199.0,RB,Georgia Southern,2002.0,CHI,12,SMALL SCHOOL,23.0,14.0,119.0,11.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,7.59,34.0,214.0
Adrian Tracy-2010,Adrian Tracy,184.0,DE,William & Mary,2010.0,NYG,9,SMALL SCHOOL,23.0,20.0,110.0,1.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0,0.0,7.08,35.5,248.0
Adrien Clarke-2004,Adrien Clarke,227.0,G,Ohio St.,2004.0,PHI,194,Ohio St.,23.0,24.435370700846477,102.0,8.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,7.9,26.0,329.0
Ahmad Childress-2004,Ahmad Childress,257.0,DT,Alabama,2004.0,,337,Alabama,21.156644097841667,31.487719965853472,86.0,0.0,0.0,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,8.75,22.0,351.0
Akwasi Owusu-Ansah-2010,Akwasi Owusu-Ansah,126.0,DB,Indiana (PA),2010.0,DAL,7,SMALL SCHOOL,22.0,23.078053559325696,120.0,1.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,6.84,35.5,207.0
Al Jackson-2000,Al Jackson,257.0,OG,LSU,2000.0,,331,LSU,23.085726805786855,19.0,103.21046375557292,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.713252830631752,0.0,0.0,0.0,0.0,7.771794506298299,28.48578857935898,304.0
Al Johnson-2003,Al Johnson,38.0,C,Wisconsin,2003.0,DAL,208,Wisconsin,24.0,26.39167485169375,112.59733421908496,23.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.517052304128672,0.0,0.0,0.0,0.0,7.438566738989894,33.366791792144255,305.0
Al Lucas-2000,Al Lucas,257.0,DT,Troy,2000.0,,37,SMALL SCHOOL,23.510176703339784,28.0,108.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,7.44,36.0,294.0
Alan Bonner-2013,Alan Bonner,195.0,WR,Jacksonville St.,2013.0,HOU,2,SMALL SCHOOL,22.0,14.0,117.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,6.894627770151056,33.0,193.0
Alan Reuber-2004,Alan Reuber,257.0,OG,Texas A&M,2004.0,,182,Texas A&M,22.743335617376605,26.0,98.0,0.0,0.0,0.0,0.0,5.49,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,7.95,29.0,323.0
Albert Haynesworth-2002,Albert Haynesworth,15.0,DT,Tennessee,2002.0,TEN,207,Tennessee,21.0,34.68571437563989,98.93543132976568,55.0,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.842800370719962,0.0,0.0,0.0,0.0,8.142207614612863,24.313705947905717,320.0
Albert Means-2005,Albert Means,257.0,DT,Memphis,2005.0,,61,Memphis,21.912274561484935,26.0,96.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,8.21,27.0,318.0
Alex Bannister-2001,Alex Bannister,140.0,WR,East. Kentucky,2001.0,SEA,5,SMALL SCHOOL,22.0,11.955580093175968,110.0,1.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.243768022439621,0.0,0.0,0.0,0.0,6.933575618135275,30.5,201.0
Alex Boone-2009,Alex Boone,257.0,OT,Ohio State,2009.0,,149,Ohio State,22.693492347713136,33.0,103.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,7.83,27.5,328.0
Alex Fletcher-2009,Alex Fletcher,257.0,C,Stanford,2009.0,,190,Stanford,21.61203947553919,30.0,96.0,0.0,0.0,0.0,0.0,5.39,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,7.78,28.0,297.0
Alex Hall-2008,Alex Hall,231.0,LB,St. Augustine's,2008.0,CLE,1,SMALL SCHOOL,23.0,20.268169598943842,115.84729867783452,3.0,0.0,0.0,0.0,4.772334505516501,0.0,0.0,0.0,0.0,0.0,74.57575807319881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377298442945387,0.0,0.0,0.0,0.0,7.222432841162172,33.60095806470517,251.65830499645347
Alex Linnenkohl-2011,Alex Linnenkohl,257.0,C,Oregon State,2011.0,,54,Oregon State,22.247308976726895,24.0,89.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,0.0,7.67,26.5,304.0
Alex Stepanovich-2004,Alex Stepanovich,100.0,C,Ohio St.,2004.0,ARI,194,Ohio St.,22.0,27.60733381734491,96.0,14.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,7.64,25.5,304.0
Alex Sulfsted-2001,Alex Sulfsted,176.0,T,Miami (OH),2001.0,KAN,27,SMALL SCHOOL,23.0,24.273593829265906,96.0,2.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.698017862187754,0.0,0.0,0.0,0.0,7.791596839495843,30.5,312.0
Alfonso Boone-2000,Alfonso Boone,253.0,DT,Mount San Antonio JC,2000.0,DET,1,SMALL SCHOOL,24.0,20.854121736379057,118.27453908098279,23.0,0.0,0.0,0.0,4.771830923658768,0.0,0.0,0.0,0.0,0.0,76.06933827698731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356896372761489,0.0,0.0,0.0,0.0,7.1420343709310945,35.058381155138875,268.9769157319548
Ali Marpet-2015,Ali Marpet,61.0,C,Hobart,2015.0,TAM,1,SMALL SCHOOL,22.0,30.0,108.0,43.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,7.33,30.5,307.0
Allen Barbre-2007,Allen Barbre,119.0,T,Missouri Southern,2007.0,GNB,2,SMALL SCHOOL,23.0,28.0,105.0,23.0,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,7.4,32.0,300.0
Alonzo Coleman-2007,Alonzo Coleman,257.0,RB,Kansas State,2007.0,,68,Kansas State,21.47840309880376,27.0,120.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198949733814392,0.0,0.0,0.0,0.0,7.033488464854207,35.35258769536783,207.0
Alonzo Cunningham-2002,Alonzo Cunningham,257.0,OG,Iowa,2002.0,,203,Iowa,20.964189737155344,26.460008026902756,98.0,0.0,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,8.52,24.0,316.0
Alphonso Hodge-2005,Alphonso Hodge,147.0,DB,Miami (OH),2005.0,KAN,27,SMALL SCHOOL,22.156795200660778,20.0,120.26901388668756,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,6.801056289054829,34.0,203.0
Alton Lusk-2000,Alton Lusk,257.0,WR,Central Oklahoma,2000.0,,1,SMALL SCHOOL,21.732467394067353,11.184723483731261,122.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,7.16,36.5,182.0
Alvin McKinley-2000,Alvin McKinley,120.0,DE,Mississippi St.,2000.0,CAR,66,Mississippi St.,22.0,22.0,102.0,22.0,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,7.73,27.5,289.0
Amini Silatolu-2012,Amini Silatolu,40.0,G,Midwestern St.,2012.0,CAR,2,SMALL SCHOOL,23.0,28.0,107.0,18.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,7.95,31.5,311.0
Andre Frazier-2005,Andre Frazier,257.0,DE,Cincinnati,2005.0,,107,Cincinnati,23.315171581169164,19.0,124.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,7.09,38.0,234.0
Andre Holmes-2011,Andre Holmes,257.0,WR,Hillsdale,2011.0,,2,SMALL SCHOOL,23.651283670727512,11.0,130.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,0.0,6.69,35.0,210.0
Andre O'Neal-2000,Andre O'Neal,257.0,ILB,Marshall,2000.0,,53,Marshall,22.57359057694507,16.0,114.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,7.3,34.0,235.0
Andre Roberts-2010,Andre Roberts,88.0,WR,The Citadel,2010.0,ARI,3,SMALL SCHOOL,22.0,15.0,120.0,24.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,6.77,36.0,195.0
Andre' Goodman-2002,Andre' Goodman,68.0,DB,South Carolina,2002.0,DET,165,South Carolina,24.0,20.854121736379057,118.27453908098279,34.0,0.0,0.0,0.0,4.771830923658768,0.0,0.0,0.0,0.0,0.0,76.06933827698731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356896372761489,0.0,0.0,0.0,0.0,7.1420343709310945,35.058381155138875,268.9769157319548
Andrew Bayes-2000,Andrew Bayes,257.0,P,East Carolina,2000.0,,41,SMALL SCHOOL,22.229493801716,14.175868817789308,120.09462186071536,0.0,0.0,0.0,0.0,4.571103107727476,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.223087397120356,0.0,0.0,0.0,0.0,6.971886366289179,34.425431275215715,200.0
Andrew Carnahan-2007,Andrew Carnahan,252.0,T,Arizona St.,2007.0,JAX,72,Arizona St.,23.275076624532794,22.0,106.16204255665915,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.660459107674303,0.0,0.0,0.0,0.0,7.6584557033802065,29.31448910877245,306.0
